Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
224,15,93,77.6,95.1,10.7,1
225,13,48.6,39.1,76.9,15.2,1
226,13,66,97.7,66.9,11.5,1
227,16,63.6,64,54.9,7.3,1
228,17,78.8,39.6,61.1,19.4,1
229,12,46,70.2,77.4,17.3,1
230,16,76.9,68.5,84.9,16.4,1
231,17,100,66.9,75.1,17.1,1
232,15,49.6,81.9,81.6,11.6,1
233,15,72.8,78.5,80.5,10,1
234,15,60.1,72.2,78.1,15.2,1
235,15,76.4,74.3,64.1,20.8,1
236,15,70.3,66.5,74.1,23,1
237,17,60.4,92.9,61.8,19,1
238,17,77.3,47.3,72.2,15.1,1
239,14,97.1,70,76,16.3,1
240,19,67.1,68.9,92.1,15.1,1
241,13,80.8,79.4,56.3,9.9,1
242,18,50.6,56.2,77.8,15.1,1
243,15,55.7,43.6,89.8,8.3,1
244,12,77.1,70.2,81.1,14.4,1
245,18,92.3,71.9,82,23.2,1
246,17,75.3,88.9,79.1,19.1,1
247,12,65.3,50.2,87.6,10.4,1
248,12,70,84.2,59,14.6,1
249,12,51.2,100,55.4,10.8,1
250,14,79.1,62.7,71.9,14.7,1
251,17,83.2,49.9,46.1,20.2,1
252,12,63.2,62.3,86.8,18.3,1
253,15,62.9,68.2,86.6,27.4,1
254,16,74,75.9,66.8,21,1
255,12,63.4,59.7,67.6,16,1
256,14,69,89.8,71.1,18.4,1
257,18,100,52.4,72.6,14,1
258,17,66.3,43.7,73.5,9.4,1
259,19,64.6,83.5,78.7,21.5,1
260,14,60.3,36.2,69.9,20,1
261,12,81.2,65.1,83.3,13.8,1
262,17,67.3,100,77.4,16.4,1
263,16,60.3,67.8,64.7,21.2,1
264,12,89.8,52.3,88,19.2,1
265,14,91.3,67.2,55.7,7.7,1
266,13,61,67.3,70.9,16.2,1
267,15,42,70.2,83.6,14.2,1
268,19,85.1,77.3,63.3,20.6,1
269,18,59.7,53.5,75.7,20.2,1
270,14,81.9,91.6,78.5,21.6,1
271,17,40.4,71.4,61.7,9.4,1
272,19,83.4,78.2,71.1,11.1,1
273,19,51.8,59.2,70.1,20.6,1
274,19,81,86,65.4,12,1
275,12,70.2,64.4,99.6,7.4,1
276,15,55.7,71.9,62.8,17.7,1
277,12,63.9,54.9,84.1,12.3,1
278,17,80.3,54,67.3,23.9,1
279,12,71.6,77.6,59,16.5,1
280,13,78.8,61.8,73.2,15.8,1
281,15,99.6,56,79.8,13.2,1
282,15,46.5,59,83,23,1
283,17,94.3,77.8,90.7,16.8,1
284,18,71.6,59.2,100,13,1
285,13,56.5,66.4,75,11,1
286,14,50,68.2,64,14.6,1
287,12,67.2,41.2,77.4,10.1,1
288,16,83.8,47.4,68.8,20.1,1
289,12,68.1,72.7,83.1,6,1
290,19,92.7,57.7,56.4,14.3,1
291,12,48.2,82.8,100,18.1,1
292,14,69.8,81.5,82.3,16.7,1
293,12,51.2,78.1,51.8,11.4,1
294,13,75.5,93.5,63.5,18.3,1
295,13,83.3,66.8,81.8,10.6,1
296,15,63.7,77.1,86.1,14.9,1
297,17,30.9,59.8,56.7,18.3,1
298,18,73,100,80.6,17.3,1
299,16,76.6,95.8,48.6,11.6,1
300,19,76.1,68.2,70.9,21,1
301,12,88.5,73.4,85.3,15.4,1
302,12,53.9,87,65.4,18.7,1
303,14,80.2,65.9,53.9,22.6,1
304,17,87.9,58.8,73.8,20.6,1
305,13,43.3,80.2,64.7,20.6,1
306,16,74.8,69.1,79.6,16,1
307,15,62.4,70.6,61.4,19,1
308,13,68.8,56.3,62.7,16.1,1
309,19,75.2,44,47.7,9,1
310,17,62.7,71.3,74,16.5,1
311,19,59.9,80.7,70.1,16.3,1
312,18,70.5,64.8,57.7,17.9,1
313,15,53.7,88.1,74.3,14.4,1
314,18,53.7,58.1,84.3,11.2,1
315,14,80.2,53.2,69.4,18.3,1
316,19,52.8,67.1,75.2,8.4,1
317,14,80,66.8,75.3,22.3,1
318,12,76.9,78.8,57.5,13.8,1
319,18,44.1,57.2,96.7,16.2,1
320,17,59.8,87.2,66.3,17.8,1
321,19,87.9,95.5,79.9,18,1
322,16,55.3,67.5,81.2,8,1
323,15,63,85.5,70.3,19.1,1
324,13,76.9,53.2,79.3,16.5,1
325,17,81.8,83.1,74.9,11.8,1
326,17,66.2,82.7,55,11.3,1
327,14,61,80.1,68,13.3,1
328,18,91.3,67.8,64.6,8.5,1
329,19,96.1,26.6,66.5,23.6,1
330,19,84.7,59,56.4,22.4,1
331,12,71.3,59.2,85.5,17.3,1
332,12,57.9,54.3,91.2,13.9,1
333,15,57.5,69.7,83.7,14,1
334,14,77.8,62.1,87.2,18.8,1
335,17,76.3,56.5,67.9,23.8,1
336,19,91,53.2,64.4,12.1,1
337,16,79.8,58,62.7,9.4,1
338,14,47.5,83.7,79.7,22.7,1
339,15,85.8,58.7,74.7,6.1,1
340,15,55,60.8,71.1,10,1
341,14,64.2,61.6,87.5,13.8,1
342,15,73.8,72.7,76.9,7.2,1
343,14,99.9,74.4,61.9,20.6,1
344,13,100,25.4,63.8,19.3,1
345,14,79.1,82.3,80.2,12.1,1
346,18,67.3,88.1,84.5,21.4,1
347,14,78,53.3,78.6,22.2,1
348,15,83.3,54.4,94.8,14.4,1
349,19,65.2,61.7,91.6,12.7,1
350,18,96.9,57.4,77.3,26.3,1
351,15,73.5,71.1,61.9,18.6,1
352,12,77.5,40.7,56.3,16.3,1
353,12,80,52.3,67.4,21.8,1
354,19,76.3,89.5,81,16.5,1
355,19,82.6,55,93.9,12.5,1
356,18,60.7,85.4,77,15.4,1
357,13,61.6,73,86,20.2,1
358,19,53.5,42.7,69.1,5,1
359,12,76.6,76.9,79.5,13.6,1
360,14,81.7,66.4,81.9,21.9,1
361,15,76.9,61.6,48.2,12.4,1
362,12,95.1,71.4,67,22.7,1
363,12,69.9,74.6,83.4,22.1,1
364,13,80,77.9,75.3,14.7,1
365,18,53.6,84.5,57.6,12.2,1
366,18,64.2,73.7,42.8,13.6,1
367,17,80.4,48.7,67.6,28.3,1
368,13,82.7,61.4,71.1,24.4,1
369,14,65.6,100,61.4,15.6,1
370,18,68.9,78.1,73.7,12,1
371,15,47.2,100,78.1,15.6,1
372,19,64.6,87.5,80,16.2,1
373,13,83.4,71.4,43.7,8.8,1
374,19,78.6,72.2,56.2,15.4,1
375,12,77.5,67.5,68.3,21.6,1
376,15,70.7,43.7,78.9,6,1
377,15,70.1,68.3,77.9,19.1,1
378,12,60.1,84.9,77.7,21.9,1
379,13,80.5,59.6,67.4,12.2,1
380,12,76.3,73.8,68.1,23.5,1
381,19,77.4,79.9,63.3,11.5,1
382,17,62.1,55.3,81.2,17.2,1
383,15,37.7,61.7,61,13.5,1
384,16,86.5,53.7,82.2,13.5,1
385,16,62.8,56.5,74.5,11.9,1
386,19,57.1,50,71.5,18.5,1
387,14,80.4,55.4,64.1,19.2,1
388,18,64.1,87.9,55.7,14.7,1
389,12,85.9,55.2,64.2,8.2,1
390,12,79.3,69.8,68,17,1
391,14,80.3,61,43.6,17.1,1
392,14,49.5,84.5,69.6,13.9,1
393,19,88.2,86.4,83.1,24.3,1
394,19,73.9,80.1,78.8,7.2,1
395,14,64.5,72.3,66,3.9,0
396,15,72.2,64.8,72.6,11.3,1
397,19,43.4,51.3,65.3,18.6,1
398,17,76.1,95.2,73.8,9.7,1
399,19,54.6,57.4,90.5,10.1,1
400,12,49.7,77.3,83.6,19.8,1
401,19,47.2,82.8,78.2,17.3,1
402,15,86.7,60.2,66.1,16.9,1
403,14,60.6,82.5,81,18.9,1
404,12,93,78.7,51.8,12.9,1
405,19,62,92.2,69,13.1,1
406,15,44.4,61.4,79,19,1
407,17,53.3,50,80.9,8.3,1
408,19,88.5,60.9,80,4.3,0
409,15,67.7,70.9,75.5,12.8,1
410,17,61.8,68.8,69.7,19.7,1
411,14,72.4,62.5,78.5,16.3,1
412,19,77.5,41.3,60.6,19.3,1
413,17,86.8,74.6,61.9,4.9,0
414,12,91.7,95.6,72.7,16.6,1
415,14,64.6,74.5,74.1,18.3,1
416,12,50.1,76.5,50.1,8.2,1
417,16,63.8,76,77.5,19.3,1
418,13,73.9,73.6,81.3,14.4,1
419,19,55.5,81,71.1,30.4,1
420,17,55.6,73.5,100,4.1,0
421,13,75.2,63.6,63.8,21.8,1
422,13,69.3,56.9,67.7,13,1
423,17,70.5,64.5,67.3,6.9,1
424,14,58.6,72.4,71.1,12.4,1
425,19,66.5,63.6,68.1,16.4,1
426,16,56.1,72.4,55.1,20.2,1
427,12,83.4,74.1,65.4,23.6,1
428,15,85.5,79.7,70.8,22.1,1
429,12,42.3,86,86.7,10.2,1
430,15,56.1,69.1,98.4,20.7,1
431,12,47.6,49.7,88,17,1
432,17,60.2,63.2,62.7,11.7,1
433,16,68.7,68.6,63.7,13.9,1
434,19,48.3,42.3,70.1,11.5,1
435,15,56.2,87.4,93.4,15.2,1
436,19,54.9,70,70,11.4,1
437,19,73.1,73.3,56.1,9.9,1
438,19,71,87.1,66,17.4,1
439,18,59.2,59.2,81.1,18.1,1
440,14,72.7,76,80.3,14.1,1
441,12,61.8,66.5,69.6,21.8,1
442,19,65.9,65.4,80.2,13.7,1
443,12,95.1,57.2,44.7,13.5,1
444,19,90.1,91.3,73.2,18.3,1
445,15,50.5,62.7,82.3,14.3,1
446,14,82.4,77.8,62,15.4,1
447,14,82.2,41.7,62,2.4,0
448,17,52.8,84.5,49.6,15.1,1
449,18,82.3,82.7,91.1,5.9,1
450,17,93.1,69.4,63.4,8.9,1
451,17,53.2,64.8,74.9,8.3,1
452,17,56.2,73.6,79.2,9.8,1
453,17,85.3,100,90.1,12.3,1
454,17,74.1,43.3,70.2,12.6,1
455,16,78.3,78.9,65.5,18.3,1
456,14,75.1,55.2,74.1,16.1,1
457,17,75.9,67.7,87.4,5.5,1
458,19,50.1,64.5,70,15.4,1
459,14,85.7,62,60.5,16.6,1
460,14,87.5,67.9,53.5,13.4,1
461,13,66.6,52.1,57.3,14.7,1
462,16,69.3,82.4,82.4,16,1
463,17,47,42.9,68.2,18.8,1
464,12,77.7,75.6,64.7,7.1,1
465,15,78.6,63.4,63.4,13.8,1
466,18,69.1,51.6,73,22.5,1
467,19,86.9,70.8,69.1,22.1,1
468,12,65,46.2,68.7,19.3,1
469,16,78.5,68.6,88.2,17.7,1
470,15,54.7,48.1,90.5,23.3,1
471,16,69.6,74.5,52.7,24.6,1
472,19,67.4,55.1,75.9,14.4,1
473,14,73.4,61.7,62.7,10.2,1
474,15,64.5,72.1,69,13.6,1
475,14,68,57.2,75.7,30.5,1
476,19,82.4,67.2,69.4,7.2,1
477,12,63.4,46.8,74.8,12.6,1
478,19,45.9,76.8,80.1,7.9,1
479,12,96.2,92.7,75.5,15.6,1
480,15,90.7,100,64.2,9,1
481,15,50.6,69.3,64.4,14.5,1
482,17,80.3,79,54.7,5.2,1
483,16,62.5,43.1,61.8,18.1,1
484,17,74,89,95.5,21.1,1
485,16,74.4,78.9,62.5,13.1,1
486,17,66.5,61.2,57.7,14.3,1
487,14,58.2,85.3,75.8,14.2,1
488,15,59.6,64.4,70.7,15.9,1
489,12,56.3,61.6,69.7,14.8,1
490,16,57.5,74.7,88.9,18.8,1
491,19,69,53.1,78.6,21.2,1
492,16,59.3,82.3,65.6,10.9,1
493,12,80.2,53.2,66.9,13.5,1
494,17,92.3,53.3,66,19.5,1
495,16,61.3,55.3,82.5,7.9,1
496,18,73.6,78.6,68.3,5.1,1
497,14,77.5,59.4,50.5,16.1,1
498,15,77.1,49.1,71.4,17.5,1
499,12,71.1,59.5,53.6,11.4,1
500,15,81.1,67.6,98.2,12.1,1
501,18,77.2,51.5,60.4,11.2,1
502,16,51.4,51.9,70.1,10.7,1
503,16,83,97.6,75.1,18.5,1
504,19,83.3,56,68.5,9.1,1
505,18,58.6,63.5,68.5,13.7,1
506,12,70.6,62.9,77.1,10.5,1
507,19,80.2,62.1,90.3,7.7,1
508,14,66.9,76.7,81.2,19.4,1
509,19,86.1,81.3,89.7,12.4,1
510,13,100,63.7,59.4,15.9,1
511,12,58.2,50.7,75.8,7.5,1
512,13,49.3,85.8,73.9,11.3,1
513,18,74.6,66.7,76.2,18.8,1
514,17,80.8,92.2,88.5,27.9,1
515,13,66.5,36.6,69.4,5.1,1
516,14,91.8,70.7,67.1,14,1
517,19,49.9,94.9,78.4,17.1,1
518,17,80.4,63.1,50.7,11.9,1
519,19,60.9,64.8,69.2,19.2,1
520,13,95.8,72.1,70.4,10.7,1
521,19,99.9,60.2,61,15.8,1
522,18,58.5,63.6,84.7,12.4,1
523,17,61.8,63.3,59.3,21.1,1
524,18,82.9,59.2,70.4,11.6,1
525,13,64.2,85.2,75.5,13.2,1
526,18,69.3,74.5,88.2,19.7,1
527,14,70.4,71.5,71.9,9.9,1
528,13,41.2,79.3,83.2,15.3,1
529,13,69.8,64.3,80.4,5.9,1
530,13,59.7,57.2,73.5,9.6,1
531,12,62.6,59.6,58.9,16.9,1
532,19,91.7,68,54.8,10,1
533,12,51.2,53.2,73.3,12.3,1
534,12,82.2,61,65.5,17.5,1
535,14,65.8,60.8,83,12.1,1
536,17,65.8,97.7,81,19.1,1
537,19,81.9,29.2,69.8,16.1,1
538,18,75.1,65.5,58.1,17.2,1
539,16,78.6,92.2,78.1,21.2,1
540,13,84.5,69.7,59.8,16.6,1
541,18,65,78.5,62.9,22.7,1
542,13,60.8,69.4,60.2,19.6,1
543,14,53.7,58.7,70.3,12.4,1
544,13,57.6,36.6,86,21.5,1
545,12,100,70.9,71.9,16.3,1
546,19,88.7,57.1,66.7,13,1
547,16,49.7,56.8,53.7,16.4,1
548,15,50.2,61,78.6,20.6,1
549,13,77.2,92.4,62.6,17.3,1
550,18,78.2,100,73.4,24.1,1
551,12,78.2,71,67.7,20.4,1
552,15,66.2,61.5,82.1,17.6,1
553,16,68.1,51.5,70.1,9.9,1
554,15,74.9,74.6,71.3,14.1,1
555,12,71.3,93,77.8,15.4,1
556,19,36.7,64.5,97.3,18.5,1
557,19,66.6,34.7,82.7,18.2,1
558,17,57.2,77.4,70.9,15.8,1
559,19,72.6,81.8,72,15.6,1
560,17,100,45.8,65.7,18.6,1
561,15,75.5,70.5,60.6,10.7,1
562,14,65.3,74.3,65.4,23.5,1
563,18,83.8,67,62.7,4.8,0
564,18,77.2,56.9,79.8,22.3,1
565,15,76.3,82.2,59.1,14.8,1
566,13,79.1,62.4,88,20,1
567,13,100,47.2,81,16.8,1
568,19,53,39.3,72.2,16.7,1
569,18,77.1,85.7,72,17.8,1
570,18,56.1,76.6,65.3,19,1
571,17,78.3,69.2,75.2,13.4,1
572,14,56.2,61.8,85.1,20.2,1
573,12,63.7,60.6,63.6,9.6,1
574,13,65.6,52.9,53.6,15,1
575,18,84.6,62,80.4,19.2,1
576,17,83.8,38.3,75.9,20,1
577,16,51.3,57.7,58.6,17.3,1
578,17,70.8,63.6,63.2,13,1
579,13,59.4,76.5,61.7,19.5,1
580,13,51.1,67.4,63.3,11.7,1
581,17,66.7,79.1,68.1,23.8,1
582,12,65.4,86.9,68.8,14.6,1
583,15,100,82.8,64.2,7.3,1
584,13,76.5,74.6,62.9,9,1
585,17,49.3,68.2,69.3,15.2,1
586,18,61.5,54.3,74,15.7,1
587,17,85.3,78.4,68.2,24.8,1
588,14,100,91.5,85.9,9.8,1
589,15,46.2,72.8,78.1,15.2,1
590,16,41.8,94.8,52.9,9.7,1
591,12,98.1,46.6,78.3,12.5,1
592,19,75.8,51.8,79.3,23.4,1
593,16,57,80,66.8,9.3,1
594,15,78,71.7,54.1,17.9,1
595,15,30.5,86.4,72.1,17,1
596,15,70.1,67.8,71.9,14.9,1
597,16,74.9,55.8,58.5,17.6,1
598,18,83.9,65,54.6,9.2,1
599,15,54.8,46.5,70.9,23.3,1
600,17,71.3,52.2,69.2,24.6,1
601,16,56.1,81.6,67,15.2,1
602,19,73.8,80.2,71,27.1,1
603,15,56.6,73.1,58.8,13,1
604,17,63.9,43.9,66.8,17,1
605,18,55.1,63,78.4,22.2,1
606,14,79.8,50.9,67.8,12.7,1
607,18,82.9,84.5,51.9,8.1,1
608,19,66.5,59.8,66.3,6.9,1
609,15,70.6,52.8,59.2,25.3,1
610,19,48.3,68.4,75.2,12.4,1
611,16,65.5,59,75.8,14.1,1
612,13,69.2,88.8,52.1,9.4,1
613,15,100,57.7,81.1,19.7,1
614,13,53.3,48.4,58.7,11.1,1
615,17,92,37.9,90.7,12.5,1
616,14,85,67.6,71.4,16.5,1
617,12,74.2,60.1,57,9.7,1
618,19,96.4,48,58.3,14.1,1
619,18,75.6,84.6,76.2,22,1
620,14,75.8,77.3,67.3,17.1,1
621,15,69.2,67.6,70.8,15.7,1
622,13,88.4,87.1,91.4,16.1,1
623,18,86.4,77.3,63.6,13.1,1
624,13,60.6,56.5,72.7,25,1
625,16,50.2,53.5,89,10.9,1
626,13,67,79.5,75.2,16.1,1
627,16,58,73.5,52.7,15.6,1
628,17,69,70.4,78.1,20,1
629,18,88.6,56.1,58,20.5,1
630,18,63.1,76.5,88.9,14.8,1
631,12,69.4,57.4,62.1,16.5,1
632,15,70.9,66.6,100,16.6,1
633,16,82.7,88.3,89.6,3.6,0
634,12,36.3,58.7,62.4,7.1,1
635,13,60.9,46,72.2,12,1
636,13,73.2,53.3,81,12.2,1
637,12,88,81.9,81.4,9,1
638,18,62.6,71.6,77.3,18.7,1
639,13,41.9,66.2,87,15,1
640,19,79.3,60.9,70.5,13.9,1
641,17,60.5,74.8,67.6,8.7,1
642,17,52.2,56.1,67.8,14.8,1
643,19,60.6,72.3,82.3,1.9,0
644,12,67.2,57.8,76.4,14.2,1
645,19,60.9,55.4,75.5,15.3,1
646,16,36.9,59.1,81.5,16.2,1
647,16,83.5,62.7,47.4,7.2,1
648,12,89.1,67.3,75.7,16.1,1
649,19,79.8,71.3,74.6,9.8,1
650,16,52.9,16.4,92,10.9,1
651,18,67,56.7,53.7,18.6,1
652,19,69.9,62.5,90.7,25.1,1
653,18,79,89.1,72.9,15.3,1
654,16,80,52.9,77.9,10.9,1
655,17,59,70.3,92.1,15.9,1
656,16,71.2,88.9,78.7,19.7,1
657,18,76.9,49.6,76.8,18.1,1
658,14,91.8,73.5,74.9,28.7,1
